Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-00682,"Flash floods triggered by a sudden cloudburst inundated Civil Lines near Mexico City, sweeping away vehicles and leaving roads under 0.5 m of water; rescue teams evacuated 145 residents.",Flood,Low,46.9,62.9,11.6,25.2,53.2,22.2
INC-00683,"Forest fire crews are battling flames that have consumed 866 hectares of woodland close to Railway Colony, Mumbai, amid low humidity and gusty winds; containment stands at 30%.",Wildfire,Medium,5,20.9,35,41.7,266.7,66.6
INC-00684,"Fishermen and coastal residents near Guwahati fled inland after tsunami waves of 1.1 meters were recorded approaching the shoreline, with 1763 people evacuated as a precaution.",Tsunami,Low,55.3,73.2,29.6,29.9,22.7,18.2
INC-00685,"Unstable hillside terrain gave way above Port Area near Coimbatore, sending 1758 cubic meters of earth and boulders down onto a key access road, blocking it for 47 hours.",Landslide,Medium,200.7,87.1,12.9,25.4,65.2,54
INC-00686,"A pressure valve failure at a chemical storage facility in Old Town released chlorine gas into the air over Cape Town, with authorities evacuating 44145 residents as a precaution.",Chemical Leak,High,27.3,37.2,6.6,33.5,330.3,86.8
INC-00687,"Forest fire crews are battling flames that have consumed 1053 hectares of woodland close to Hillview Township, Jakarta, amid low humidity and gusty winds; containment stands at 22%.",Wildfire,Medium,1.3,16.3,39.3,38.5,272,62.2
INC-00688,"Heavy monsoon rains caused the Yamuna river to overflow, flooding Gandhi Nagar in Jakarta with water levels reaching 0.9 meters; around 492 households affected.",Flood,Medium,153.9,80.6,22.2,19.4,59.3,56.8
INC-00689,"A high-rise residential tower under heavy load collapsed in Foothill Settlement near Itanagar, burying 8 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Medium,46.2,42.5,3.5,30.6,83.8,42.8
INC-00690,"An earthquake measuring 4.5 on the Richter scale jolted Brisbane early this morning, with the epicenter traced to the Anatolian Fault; emergency services are treating 6 injured persons.",Earthquake,Low,21.3,33.5,13.2,31.2,72.4,15.2
INC-00691,"A storage tank rupture at a chemical plant in Old Town, Imphal, released a cloud of chlorine gas, prompting evacuation of residents within a 0.4 km radius and affecting 98 people.",Chemical Leak,Low,16,32.2,9.7,31.3,92.1,18.5
INC-00692,"Unstable hillside terrain gave way above Mining Belt near Bhubaneswar, sending 156 cubic meters of earth and boulders down onto a key access road, blocking it for 63 hours.",Landslide,Low,78.1,70.2,0,20.1,85.4,19.1
INC-00693,"An earthquake measuring 4.8 on the Richter scale jolted Jakarta early this morning, with the epicenter traced to the Anatolian Fault; emergency services are treating 86 injured persons.",Earthquake,Medium,14.9,55.8,7.2,20.4,109.8,56.9
INC-00694,"Workers reported a sudden pipeline leak of chlorine gas at a plant in Sunset District, Goa, triggering a hazmat response and evacuation of 254 people from a 0.9 km buffer zone.",Chemical Leak,Low,24.9,38.1,9.2,44.2,80.2,22.1
INC-00695,"Rescue teams worked through the night after a high-rise residential tower in Fishing Harbor near Nagpur caved in, with around 249 people feared trapped inside the debris.",Building Collapse,High,34.7,71,31.1,17.4,129.9,81.8
INC-00696,"Cyclone Fani made landfall near Itanagar with sustained wind speeds of 184 km/h, uprooting trees and snapping power lines across the coastal belt within 12 hours of warning.",Cyclone,High,289.5,94.5,187.6,27,28.3,96.1
INC-00697,"Strong winds and tinder-dry conditions allowed a brush fire near Bhubaneswar to spread rapidly across 1014 hectares, with containment efforts currently at 41%.",Wildfire,Medium,3.8,15.3,31.5,35.1,316.5,55.6
INC-00698,"Cyclone Tauktae made landfall near Mexico City with sustained wind speeds of 112 km/h, uprooting trees and snapping power lines across the coastal belt within 16 hours of warning.",Cyclone,Medium,132.1,83.1,120.5,24.2,37.7,59
INC-00699,"Emergency responders rushed to Slum Cluster near the canal, Brisbane, after a ammonia leak from an industrial unit spread toxic fumes, leading to the evacuation of 3859 people within 2.6 km.",Chemical Leak,Medium,8.8,57,9.4,21.1,247.6,53.1
INC-00700,"Heavy monsoon rains caused the Tiber river to overflow, flooding Refinery Road in Santiago with water levels reaching 0.9 meters; around 184 households affected.",Flood,Medium,134.4,84.4,21.2,24.5,61.3,57.2
INC-00701,"Fishermen and coastal residents near Mangalore fled inland after tsunami waves of 2.0 meters were recorded approaching the shoreline, with 15314 people evacuated as a precaution.",Tsunami,Medium,63.6,87.9,39.3,28,25.3,58.6
INC-00702,"Rescue teams worked through the night after a multi-level parking structure in Shastri Nagar near Chennai caved in, with around 2 people feared trapped inside the debris.",Building Collapse,Low,70,59.7,11.7,17.3,121.2,16.9
INC-00703,"An industrial accident at a factory in Fishing Harbor near Istanbul caused a leak of hydrogen sulfide, forcing emergency teams to evacuate 13330 residents within 3.4 km of the site.",Chemical Leak,High,5.6,60,8.8,29.2,338,81.2
INC-00704,"An industrial accident at a factory in Gandhi Nagar near Lima caused a leak of ammonia, forcing emergency teams to evacuate 21023 residents within 4.7 km of the site.",Chemical Leak,High,26.6,47.4,10.1,29.7,332.9,85.4
INC-00705,"Rescue operations are underway after a landslide struck Pine Valley, Darwin, releasing roughly 998 cubic meters of rock and mud onto residential structures below.",Landslide,Medium,191.5,91.6,14,13.3,59.7,62.1
INC-00706,"Rescue teams worked through the night after a under-construction apartment block in Sunset District near Puri caved in, with around 148 people feared trapped inside the debris.",Building Collapse,High,70.4,34.1,3.7,14,111.6,80.1
INC-00707,"A tsunami generated by offshore seismic activity sent waves of 3.4 meters crashing into the Thiruvananthapuram coastline, damaging fishing harbors and displacing 4414 residents.",Tsunami,Medium,45.8,83.4,23.1,26.3,64.1,53.4
INC-00708,"Thick smoke blanketed Kathmandu as a wildfire burned through 190 hectares of dry grassland near Shastri Nagar, prompting evacuation advisories for nearby residents.",Wildfire,Medium,2.2,19.3,34.7,40,223.4,59
INC-00709,"Heavy monsoon rains caused the Cauvery river to overflow, flooding Port Area in Mexico City with water levels reaching 3.2 meters; around 2984 households affected.",Flood,High,195.6,93.6,30.2,19.6,48.1,90.8
INC-00710,"Fishermen and coastal residents near Cape Town fled inland after tsunami waves of 1.5 meters were recorded approaching the shoreline, with 1074 people evacuated as a precaution.",Tsunami,Low,34,78.6,26.2,26.9,42.9,11.2
INC-00711,"A storage tank rupture at a chemical plant in Harbor Front, Ho Chi Minh City, released a cloud of hydrogen sulfide, prompting evacuation of residents within a 2.2 km radius and affecting 2955 people.",Chemical Leak,Medium,16.8,54.7,6,20.3,220.8,48.5
INC-00712,"Flash floods triggered by a sudden cloudburst inundated Sector 12 near Jakarta, sweeping away vehicles and leaving roads under 1.2 m of water; rescue teams evacuated 735 residents.",Flood,Medium,150.6,83.1,15.1,21.7,53.6,55.1
INC-00713,"Coastal warning sirens sounded in Christchurch as tsunami waves reaching 1.3 meters approached the shore, with civil authorities moving 1863 people to higher ground.",Tsunami,Low,46.6,81.8,50.5,22.5,29.7,20.2
INC-00714,"Continuous rainfall over the past two days has submerged low-lying parts of Civil Lines, Mangalore, with waterlogging up to 1.4 m and 792 families displaced to relief camps.",Flood,Medium,134.5,80.1,17.6,24.7,75.6,48.8
INC-00715,"A pressure valve failure at a chemical storage facility in Sector 12 released LPG into the air over Hisar, with authorities evacuating 1788 residents as a precaution.",Chemical Leak,Medium,19,68.5,8,15.8,247.6,63
INC-00716,"A storage tank rupture at a chemical plant in Industrial Estate Phase 2, Kolkata, released a cloud of benzene, prompting evacuation of residents within a 0.7 km radius and affecting 241 people.",Chemical Leak,Low,17.3,60.6,8.8,34.2,92.2,19.4
INC-00717,"A massive landslide loosened by saturated soil swept through Industrial Estate Phase 2 in the hills near Kolkata, burying a stretch of road under 155 cubic meters of mud and rock.",Landslide,Low,119.7,77.5,3.2,18.2,23.8,20.5
INC-00718,"Strong winds and tinder-dry conditions allowed a brush fire near Chennai to spread rapidly across 88 hectares, with containment efforts currently at 82%.",Wildfire,Low,2.3,34.3,12.9,29.1,104,15.3
INC-00719,"Emergency responders rushed to Lakeview Estate, Goa, after a phosgene leak from an industrial unit spread toxic fumes, leading to the evacuation of 3211 people within 1.9 km.",Chemical Leak,Medium,5,44.9,10.6,25,230.4,57.7
INC-00720,"Part of a old textile warehouse in Port Area, Nagpur, gave way without warning, leaving 4 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Low,47.1,55,15.4,30.2,99.6,19.8
INC-00721,"Emergency responders rushed to Sunset District, Port Blair, after a nitric acid fumes leak from an industrial unit spread toxic fumes, leading to the evacuation of 359 people within 0.5 km.",Chemical Leak,Low,9.3,29.7,11,28.3,93.5,20.1
INC-00722,"Coastal warning sirens sounded in Kolkata as tsunami waves reaching 1.1 meters approached the shore, with civil authorities moving 1400 people to higher ground.",Tsunami,Low,58.2,75.3,54.9,34.1,72.7,18.5
INC-00723,"Thick smoke blanketed Goa as a wildfire burned through 47 hectares of dry grassland near North Ridge, prompting evacuation advisories for nearby residents.",Wildfire,Low,3.1,28.2,18.6,28.3,137.4,18.4
INC-00724,"Urban drainage failure during a heavy downpour led to waterlogging of 0.5 m in Greenfield Township, Brisbane, disrupting traffic and affecting roughly 146 residents.",Flood,Low,43.1,74.1,10.9,23.3,55.9,20.8
INC-00725,"Structural failure caused a multi-level parking structure to collapse in Industrial Belt, Lagos; officials say the 15-year-old building lacked recent safety inspections and 2 people are trapped.",Building Collapse,Low,64.3,71.1,7.9,30.8,136.3,22.6
INC-00726,"Unstable hillside terrain gave way above New Extension near Hisar, sending 7603 cubic meters of earth and boulders down onto a key access road, blocking it for 19 hours.",Landslide,High,316.9,99,26.3,19.2,72.6,88.8
INC-00727,"A storage tank rupture at a chemical plant in Greenfield Township, Imphal, released a cloud of nitric acid fumes, prompting evacuation of residents within a 2.3 km radius and affecting 3318 people.",Chemical Leak,Medium,11.7,35.4,9.3,27.7,156.5,49.9
INC-00728,"Continuous rainfall triggered a landslide on the hill slopes above Harbor Front near Istanbul, dumping an estimated 9222 cubic meters of debris and blocking the highway for 52 hours.",Landslide,High,267.9,98.6,26.1,16.6,67.6,86.4
INC-00729,"Coastal communities near Surat braced for Cyclone Tauktae, which brought gusts up to 58 km/h and forced mass evacuations along the shoreline.",Cyclone,Low,36.1,76.3,47,28.5,39.4,20.2
INC-00730,"Rescue operations are underway after a landslide struck Railway Colony, Kathmandu, releasing roughly 6155 cubic meters of rock and mud onto residential structures below.",Landslide,High,285.5,90,27.1,18.8,58.7,94.4
INC-00731,"A old textile warehouse in Highway Junction, Nagpur, collapsed suddenly, trapping an estimated 1 people under the rubble; the 34-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Low,6,92,13,15,37.1,20.9
INC-00732,"Coastal warning sirens sounded in Darwin as tsunami waves reaching 7.0 meters approached the shore, with civil authorities moving 35567 people to higher ground.",Tsunami,High,23.2,92.4,34.1,32.7,12,100
INC-00733,"An earthquake measuring 4.9 on the Richter scale jolted Goa early this morning, with the epicenter traced to the Ring of Fire subduction zone; emergency services are treating 52 injured persons.",Earthquake,Medium,3.1,78.9,6.5,18.1,66.8,56.9
INC-00734,"Part of a old textile warehouse in Hillview Township, Bangkok, gave way without warning, leaving 167 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,High,26.4,50.8,16.7,33.8,75.1,78.8
INC-00735,"Rescue operations are underway after a landslide struck Civil Lines, Mumbai, releasing roughly 104 cubic meters of rock and mud onto residential structures below.",Landslide,Low,114.1,69.9,13.2,15.9,14.6,23.9
INC-00736,"An earthquake measuring 5.4 on the Richter scale jolted Darwin early this morning, with the epicenter traced to the Himalayan Frontal Thrust; emergency services are treating 114 injured persons.",Earthquake,Medium,9.1,55.4,9.2,29.9,109.5,54.6
INC-00737,"A magnitude 3.9 earthquake struck near Aizawl, originating along the San Andreas Fault at a depth of 8 km; tremors were felt across the region and 10 people were injured.",Earthquake,Low,23.9,48.4,10,18.2,62.8,17.6
INC-00738,"Cyclone Yaas intensified rapidly before striking Los Angeles, with wind speeds reaching 208 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,High,270.1,90.5,193.3,24.1,33.5,99
INC-00739,"Authorities issued a red alert as Cyclone Fani approached Cape Town, packing wind speeds of 66 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,Low,46.9,80.9,61.2,29.1,46.8,21.5
INC-00740,"Emergency responders rushed to Greenfield Township, Mumbai, after a hydrogen sulfide leak from an industrial unit spread toxic fumes, leading to the evacuation of 3221 people within 1.3 km.",Chemical Leak,Medium,1.2,43.3,8,14.2,253.7,45.2
INC-00741,"Thick smoke blanketed Cairo as a wildfire burned through 14731 hectares of dry grassland near New Extension, prompting evacuation advisories for nearby residents.",Wildfire,High,1.3,12.1,62.4,41.9,439.5,91.7
